,time_period,rainfall,mean_temperature,target,population,parent,location
38,2004-03,441.414,24.27,799,6729668.565,-,Para
39,2004-04,322.578,24.89,370,6729668.565,-,Para
40,2004-05,310.389,24.88,284,6729668.565,-,Para
41,2004-06,163.604,24.38,163,6729668.565,-,Para
42,2004-07,144.77,24.48,157,6729668.565,-,Para
43,2004-08,63.488,25.47,177,6729668.565,-,Para
44,2004-09,26.266,27.22,154,6729668.565,-,Para
45,2004-10,26.298,27.87,192,6729668.565,-,Para
46,2004-11,19.421,27.88,238,6729668.565,-,Para
47,2004-12,68.049,27.44,375,6729668.565,-,Para
48,2005-01,177.207,26.16,888,6805650.582,-,Para
49,2005-02,350.279,24.95,1477,6805650.582,-,Para
50,2005-03,279,24.97,1470,6805650.582,-,Para
51,2005-04,428.939,24.44,712,6805650.582,-,Para
52,2005-05,332.784,24.67,551,6805650.582,-,Para
53,2005-06,97.665,25.32,353,6805650.582,-,Para
54,2005-07,144.266,24.92,240,6805650.582,-,Para
55,2005-08,61.574,26.04,319,6805650.582,-,Para
56,2005-09,13.078,27.46,360,6805650.582,-,Para
57,2005-10,21.4,27.85,461,6805650.582,-,Para
58,2005-11,35.995,27.79,623,6805650.582,-,Para
59,2005-12,251.599,25.26,559,6805650.582,-,Para
60,2006-01,298.279,24.45,1795,6880242.271,-,Para
61,2006-02,242.471,24.64,1116,6880242.271,-,Para
62,2006-03,261.926,24.66,1046,6880242.271,-,Para
63,2006-04,377.941,24.24,723,6880242.271,-,Para
64,2006-05,409.575,24.19,588,6880242.271,-,Para
65,2006-06,266.684,24.12,337,6880242.271,-,Para
66,2006-07,140.874,24.75,188,6880242.271,-,Para
67,2006-08,48.129,25.92,158,6880242.271,-,Para
68,2006-09,24.328,27.22,128,6880242.271,-,Para
69,2006-10,19.843,27.84,127,6880242.271,-,Para
70,2006-11,81.039,26.65,223,6880242.271,-,Para
71,2006-12,132.877,25.66,382,6880242.271,-,Para
72,2007-01,160.735,25.3,1083,6952018.488,-,Para
73,2007-02,163.063,25.01,1634,6952018.488,-,Para
74,2007-03,455.929,24.09,2339,6952018.488,-,Para
75,2007-04,369.442,24.41,1802,6952018.488,-,Para
76,2007-05,345.566,24.76,862,6952018.488,-,Para
77,2007-06,186.312,24.52,448,6952018.488,-,Para
78,2007-07,125.927,24.93,420,6952018.488,-,Para
79,2007-08,64.345,25.68,419,6952018.488,-,Para
80,2007-09,24.429,27.04,503,6952018.488,-,Para
81,2007-10,51.786,27.13,915,6952018.488,-,Para
82,2007-11,65.814,26.95,1451,6952018.488,-,Para
83,2007-12,220.27,24.99,1795,6952018.488,-,Para
84,2008-01,277.057,24.01,4052,7021491.139,-,Para
85,2008-02,279.389,23.99,3252,7021491.139,-,Para
86,2008-03,326.907,24.12,3118,7021491.139,-,Para
87,2008-04,352.772,24.14,2433,7021491.139,-,Para
88,2008-05,407.268,24.09,833,7021491.139,-,Para
89,2008-06,272.208,24.05,396,7021491.139,-,Para
90,2008-07,169.953,24.38,213,7021491.139,-,Para
91,2008-08,67.696,25.76,124,7021491.139,-,Para
92,2008-09,27.675,26.92,151,7021491.139,-,Para
93,2008-10,25.885,27.79,273,7021491.139,-,Para
94,2008-11,17.619,28.16,319,7021491.139,-,Para
95,2008-12,159.579,26,673,7021491.139,-,Para
96,2009-01,306.721,24.5,868,7089391.515,-,Para
97,2009-02,339.824,24.03,1338,7089391.515,-,Para
98,2009-03,254.245,24.78,1665,7089391.515,-,Para
99,2009-04,165.374,25.13,1104,7089391.515,-,Para
100,2009-05,271.981,24.72,651,7089391.515,-,Para
101,2009-06,313.922,24.26,337,7089391.515,-,Para
102,2009-07,92.937,24.99,179,7089391.515,-,Para
103,2009-08,26.129,26.65,139,7089391.515,-,Para
104,2009-09,10.211,27.84,116,7089391.515,-,Para
105,2009-10,20.051,28.21,247,7089391.515,-,Para
106,2009-11,23.832,28.01,373,7089391.515,-,Para
107,2009-12,196.918,25.27,245,7089391.515,-,Para
108,2010-01,228.722,24.68,753,7156194.953,-,Para
109,2010-02,268.532,25.32,1027,7156194.953,-,Para
110,2010-03,186.961,25.82,1951,7156194.953,-,Para
111,2010-04,341.105,25.29,1430,7156194.953,-,Para
112,2010-05,300.513,25.44,1293,7156194.953,-,Para
113,2010-06,157.763,25.11,1008,7156194.953,-,Para
114,2010-07,173.993,24.86,846,7156194.953,-,Para
115,2010-08,117.086,25.45,1185,7156194.953,-,Para
116,2010-09,39.632,26.88,1016,7156194.953,-,Para
117,2010-10,35.308,28.04,1179,7156194.953,-,Para
118,2010-11,71.45,27.17,1960,7156194.953,-,Para
119,2010-12,183.053,25.53,1847,7156194.953,-,Para
120,2011-01,320.778,24.06,3694,7222047.713,-,Para
121,2011-02,334.134,24.02,4323,7222047.713,-,Para
122,2011-03,347.191,24.5,3321,7222047.713,-,Para
123,2011-04,405.68,24.22,1771,7222047.713,-,Para
124,2011-05,444.493,24.36,838,7222047.713,-,Para
125,2011-06,180.623,24.9,401,7222047.713,-,Para
126,2011-07,151.108,24.72,307,7222047.713,-,Para
127,2011-08,62.192,25.97,370,7222047.713,-,Para
128,2011-09,39.055,27.21,429,7222047.713,-,Para
129,2011-10,88.523,27.37,418,7222047.713,-,Para
130,2011-11,50.227,27.12,437,7222047.713,-,Para
131,2011-12,58.977,27.23,488,7222047.713,-,Para
132,2012-01,261.353,24.5,2571,7286840.102,-,Para
133,2012-02,350.107,23.88,3122,7286840.102,-,Para
134,2012-03,249.694,24.33,3122,7286840.102,-,Para
135,2012-04,284.715,24.74,1861,7286840.102,-,Para
136,2012-05,170.826,25.15,1117,7286840.102,-,Para
137,2012-06,113.018,25.06,704,7286840.102,-,Para
138,2012-07,124.201,25.04,704,7286840.102,-,Para
139,2012-08,72.68,26.08,791,7286840.102,-,Para
140,2012-09,9.739,27.78,568,7286840.102,-,Para
141,2012-10,22.811,28.23,418,7286840.102,-,Para
142,2012-11,20.976,28.51,781,7286840.102,-,Para
143,2012-12,123.18,26.54,679,7286840.102,-,Para
144,2013-01,286.995,24.83,1804,7350791.505,-,Para
145,2013-02,342.712,24.39,2530,7350791.505,-,Para
146,2013-03,239.547,25.13,2418,7350791.505,-,Para
147,2013-04,317.795,24.97,1982,7350791.505,-,Para
148,2013-05,327.676,24.56,860,7350791.505,-,Para
149,2013-06,141.365,25.13,263,7350791.505,-,Para
150,2013-07,175.357,24.53,133,7350791.505,-,Para
151,2013-08,98.725,25.64,105,7350791.505,-,Para
152,2013-09,35.6,27.25,96,7350791.505,-,Para
153,2013-10,40.508,27.65,116,7350791.505,-,Para
154,2013-11,49.183,27.38,261,7350791.505,-,Para
155,2013-12,208.823,25.87,273,7350791.505,-,Para
156,2014-01,256.555,24.68,531,7413975.053,-,Para
157,2014-02,355.017,24.05,640,7413975.053,-,Para
158,2014-03,270.574,24.45,676,7413975.053,-,Para
159,2014-04,301.903,24.67,575,7413975.053,-,Para
160,2014-05,477.066,24.41,419,7413975.053,-,Para
161,2014-06,232.316,24.65,217,7413975.053,-,Para
162,2014-07,130.659,24.83,198,7413975.053,-,Para
163,2014-08,64.086,25.86,158,7413975.053,-,Para
164,2014-09,17.684,27.49,196,7413975.053,-,Para
165,2014-10,18.557,28.29,285,7413975.053,-,Para
166,2014-11,25.858,28.07,223,7413975.053,-,Para
167,2014-12,100.321,26.47,251,7413975.053,-,Para
168,2015-01,185.586,25.22,303,7476427.31,-,Para
169,2015-02,318.031,24.61,505,7476427.31,-,Para
170,2015-03,385.101,24.27,1209,7476427.31,-,Para
171,2015-04,317.699,24.55,916,7476427.31,-,Para
172,2015-05,364.765,24.59,929,7476427.31,-,Para
173,2015-06,186.727,24.84,625,7476427.31,-,Para
174,2015-07,114.238,25.17,439,7476427.31,-,Para
175,2015-08,39.931,26.63,541,7476427.31,-,Para
176,2015-09,8.071,28.22,479,7476427.31,-,Para
177,2015-10,10.082,28.73,435,7476427.31,-,Para
178,2015-11,19.835,28.46,795,7476427.31,-,Para
179,2015-12,110.114,26.81,1001,7476427.31,-,Para
180,2016-01,155.033,25.68,1564,7538257.969,-,Para
181,2016-02,284.067,24.95,2488,7538257.969,-,Para
182,2016-03,418.804,25.15,2452,7538257.969,-,Para
183,2016-04,374.691,25.4,1994,7538257.969,-,Para
184,2016-05,205.076,25.77,1230,7538257.969,-,Para
185,2016-06,140.696,25.19,492,7538257.969,-,Para
186,2016-07,137.744,25.3,393,7538257.969,-,Para
187,2016-08,39.958,26.7,334,7538257.969,-,Para
188,2016-09,51.31,27.37,243,7538257.969,-,Para
189,2016-10,18.24,28.25,257,7538257.969,-,Para
190,2016-11,24.771,28.24,255,7538257.969,-,Para
191,2016-12,224.636,26.02,406,7538257.969,-,Para
0,2001-01,161.031,24.3,,2624669.473,-,Paraiba
1,2001-02,166.417,24.57,,2624669.473,-,Paraiba
2,2001-03,164.505,23.83,4357,2624669.473,-,Paraiba
3,2001-04,39.746,23.34,5060,2624669.473,-,Paraiba
4,2001-05,98.611,19.04,5407,2624669.473,-,Paraiba
5,2001-06,34.043,17.95,2402,2624669.473,-,Paraiba
6,2001-07,35.674,18.93,1568,2624669.473,-,Paraiba
7,2001-08,44.065,20.46,1301,2624669.473,-,Paraiba
8,2001-09,81.717,21.32,1089,2624669.473,-,Paraiba
9,2001-10,122.319,22.19,1166,2624669.473,-,Paraiba
10,2001-11,182.315,23.36,1135,2624669.473,-,Paraiba
11,2001-12,244.778,22.8,953,2624669.473,-,Paraiba
12,2002-01,235.167,23.68,2644,2647768.66,-,Paraiba
13,2002-02,231.625,22.94,5104,2647768.66,-,Paraiba
14,2002-03,113.293,24.55,6888,2647768.66,-,Paraiba
15,2002-04,28.644,24.16,4736,2647768.66,-,Paraiba
16,2002-05,57.496,21.25,2844,2647768.66,-,Paraiba
17,2002-06,6.874,20.38,1228,2647768.66,-,Paraiba
18,2002-07,27.155,18.43,953,2647768.66,-,Paraiba
19,2002-08,46.482,21.94,707,2647768.66,-,Paraiba
20,2002-09,74.121,20.51,434,2647768.66,-,Paraiba
21,2002-10,61.379,25.84,493,2647768.66,-,Paraiba
22,2002-11,171.431,23.73,821,2647768.66,-,Paraiba
23,2002-12,181.087,24.5,797,2647768.66,-,Paraiba
24,2003-01,392.191,23.63,1823,2670658.531,-,Paraiba
25,2003-02,131.838,25,2294,2670658.531,-,Paraiba
26,2003-03,154.108,23.35,3052,2670658.531,-,Paraiba
27,2003-04,76.482,21.99,3062,2670658.531,-,Paraiba
28,2003-05,32.572,18.91,2865,2670658.531,-,Paraiba
29,2003-06,14.724,20.08,1314,2670658.531,-,Paraiba
30,2003-07,22.653,19.11,1422,2670658.531,-,Paraiba
31,2003-08,37.245,18.61,2001,2670658.531,-,Paraiba
32,2003-09,40.012,21.66,1623,2670658.531,-,Paraiba
33,2003-10,116.41,22.79,845,2670658.531,-,Paraiba
34,2003-11,137.265,22.92,660,2670658.531,-,Paraiba
35,2003-12,186.555,24.16,683,2670658.531,-,Paraiba
36,2004-01,249.387,23.15,995,2693338.125,-,Paraiba
37,2004-02,208.132,22.87,789,2693338.125,-,Paraiba
38,2004-03,119.172,22.52,605,2693338.125,-,Paraiba
39,2004-04,105.517,22.17,394,2693338.125,-,Paraiba
40,2004-05,103.268,18.32,402,2693338.125,-,Paraiba
41,2004-06,44.68,17.59,247,2693338.125,-,Paraiba
42,2004-07,63.795,17.43,189,2693338.125,-,Paraiba
43,2004-08,5.742,19.56,204,2693338.125,-,Paraiba
44,2004-09,17.639,24.37,172,2693338.125,-,Paraiba
45,2004-10,165.397,21.56,199,2693338.125,-,Paraiba
46,2004-11,184.173,22.68,200,2693338.125,-,Paraiba
47,2004-12,205.428,22.83,283,2693338.125,-,Paraiba
48,2005-01,397.147,23.29,430,2715806.477,-,Paraiba
49,2005-02,61.652,23.89,1010,2715806.477,-,Paraiba
50,2005-03,156.073,23.69,1586,2715806.477,-,Paraiba
51,2005-04,58.042,23.46,1977,2715806.477,-,Paraiba
52,2005-05,72.782,20.59,1638,2715806.477,-,Paraiba
53,2005-06,31.392,19.45,1557,2715806.477,-,Paraiba
54,2005-07,31.802,17.85,895,2715806.477,-,Paraiba
55,2005-08,10.309,20.92,531,2715806.477,-,Paraiba
56,2005-09,110.98,20.83,321,2715806.477,-,Paraiba
57,2005-10,155.832,23.59,203,2715806.477,-,Paraiba
58,2005-11,145.657,22.43,224,2715806.477,-,Paraiba
59,2005-12,200.286,22.32,253,2715806.477,-,Paraiba
60,2006-01,189.309,24.36,516,2745572.417,-,Paraiba
61,2006-02,238.781,23.94,425,2745572.417,-,Paraiba
62,2006-03,160.781,23.61,697,2745572.417,-,Paraiba
63,2006-04,49.869,21.43,833,2745572.417,-,Paraiba
64,2006-05,26.995,18.09,669,2745572.417,-,Paraiba
65,2006-06,9.995,18.82,527,2745572.417,-,Paraiba
66,2006-07,28.356,19.48,456,2745572.417,-,Paraiba
67,2006-08,21.22,20.87,468,2745572.417,-,Paraiba
68,2006-09,77.252,20.95,341,2745572.417,-,Paraiba
69,2006-10,111.862,22.29,415,2745572.417,-,Paraiba
70,2006-11,161.877,23.22,450,2745572.417,-,Paraiba
71,2006-12,256.26,23.65,500,2745572.417,-,Paraiba
72,2007-01,416.015,23.27,1080,2774214.839,-,Paraiba
73,2007-02,170.715,23.92,1923,2774214.839,-,Paraiba
74,2007-03,94.818,24.47,3460,2774214.839,-,Paraiba
75,2007-04,56.79,23.3,3222,2774214.839,-,Paraiba
76,2007-05,60.201,19.38,1982,2774214.839,-,Paraiba
77,2007-06,7.967,19.05,1023,2774214.839,-,Paraiba
78,2007-07,92.508,18.03,1311,2774214.839,-,Paraiba
79,2007-08,7.376,20.08,811,2774214.839,-,Paraiba
80,2007-09,11.867,23.9,525,2774214.839,-,Paraiba
81,2007-10,85.233,24.46,494,2774214.839,-,Paraiba
82,2007-11,198.601,22.56,425,2774214.839,-,Paraiba
83,2007-12,190.825,23.73,541,2774214.839,-,Paraiba
84,2008-01,284.807,23.03,761,2801938.019,-,Paraiba
85,2008-02,210.335,23.27,1846,2801938.019,-,Paraiba
86,2008-03,177.777,22.55,2974,2801938.019,-,Paraiba
87,2008-04,130.251,21.63,5202,2801938.019,-,Paraiba
88,2008-05,47.93,18.29,2511,2801938.019,-,Paraiba
89,2008-06,29.241,18.24,959,2801938.019,-,Paraiba
90,2008-07,2.49,18.76,560,2801938.019,-,Paraiba
91,2008-08,58.92,20.84,535,2801938.019,-,Paraiba
92,2008-09,56.624,20.57,462,2801938.019,-,Paraiba
93,2008-10,122.238,23.21,359,2801938.019,-,Paraiba
94,2008-11,137.211,22.82,399,2801938.019,-,Paraiba
95,2008-12,170.881,23.45,390,2801938.019,-,Paraiba
96,2009-01,287.77,23.22,877,2829033.78,-,Paraiba
97,2009-02,241.012,24.01,1004,2829033.78,-,Paraiba
98,2009-03,144.706,23.77,1216,2829033.78,-,Paraiba
99,2009-04,63.155,21.57,768,2829033.78,-,Paraiba
100,2009-05,39.674,20.29,542,2829033.78,-,Paraiba
101,2009-06,48.769,16.68,266,2829033.78,-,Paraiba
102,2009-07,110.616,18.36,215,2829033.78,-,Paraiba
103,2009-08,75.304,19.59,215,2829033.78,-,Paraiba
104,2009-09,155.664,21.69,183,2829033.78,-,Paraiba
105,2009-10,139.312,22.1,145,2829033.78,-,Paraiba
106,2009-11,189.306,24.65,202,2829033.78,-,Paraiba
107,2009-12,275.87,23.47,246,2829033.78,-,Paraiba
108,2010-01,298.166,24.27,382,2855691.806,-,Paraiba
109,2010-02,142.273,25.11,948,2855691.806,-,Paraiba
110,2010-03,142.5,23.76,1855,2855691.806,-,Paraiba
111,2010-04,71.167,21.58,2142,2855691.806,-,Paraiba
112,2010-05,37.358,19.25,3318,2855691.806,-,Paraiba
113,2010-06,21.464,17.97,3759,2855691.806,-,Paraiba
114,2010-07,43.879,19.45,2490,2855691.806,-,Paraiba
115,2010-08,11.339,19.53,1936,2855691.806,-,Paraiba
116,2010-09,97.993,22.8,1299,2855691.806,-,Paraiba
117,2010-10,132.432,21.24,842,2855691.806,-,Paraiba
118,2010-11,162.157,22.55,862,2855691.806,-,Paraiba
119,2010-12,238.038,23.75,778,2855691.806,-,Paraiba
120,2011-01,283.162,24.2,1704,2881970.462,-,Paraiba
121,2011-02,195.966,24.52,2744,2881970.462,-,Paraiba
122,2011-03,316.245,22.1,4178,2881970.462,-,Paraiba
123,2011-04,88.676,22.08,3725,2881970.462,-,Paraiba
124,2011-05,18.873,18.9,2618,2881970.462,-,Paraiba
125,2011-06,47.949,17.02,1401,2881970.462,-,Paraiba
126,2011-07,22.618,19.44,738,2881970.462,-,Paraiba
127,2011-08,34.702,20.6,494,2881970.462,-,Paraiba
128,2011-09,13.83,21.76,388,2881970.462,-,Paraiba
129,2011-10,158.981,22.36,341,2881970.462,-,Paraiba
130,2011-11,145.252,21.88,225,2881970.462,-,Paraiba
131,2011-12,177.014,23.64,256,2881970.462,-,Paraiba
132,2012-01,291.071,22.58,1027,2907825.975,-,Paraiba
133,2012-02,134.316,24.53,1344,2907825.975,-,Paraiba
134,2012-03,100.321,23.57,2336,2907825.975,-,Paraiba
135,2012-04,114.559,22.69,2719,2907825.975,-,Paraiba
136,2012-05,62.837,18.84,2599,2907825.975,-,Paraiba
137,2012-06,149.956,18.67,1656,2907825.975,-,Paraiba
138,2012-07,40.677,17.9,1518,2907825.975,-,Paraiba
139,2012-08,4.432,20.48,1310,2907825.975,-,Paraiba
140,2012-09,74.838,22.53,614,2907825.975,-,Paraiba
141,2012-10,64.59,24.57,348,2907825.975,-,Paraiba
142,2012-11,129.513,23.45,259,2907825.975,-,Paraiba
143,2012-12,245.778,25.44,425,2907825.975,-,Paraiba
144,2013-01,218.768,23.33,1020,2933345.892,-,Paraiba
145,2013-02,195.533,23.89,2620,2933345.892,-,Paraiba
146,2013-03,180.567,23.04,4031,2933345.892,-,Paraiba
147,2013-04,99.514,20.88,4496,2933345.892,-,Paraiba
148,2013-05,82.455,20.15,2995,2933345.892,-,Paraiba
149,2013-06,83.114,19.18,2189,2933345.892,-,Paraiba
150,2013-07,48.472,17.54,1767,2933345.892,-,Paraiba
151,2013-08,9.819,19.15,1229,2933345.892,-,Paraiba
152,2013-09,76.527,21.64,805,2933345.892,-,Paraiba
153,2013-10,127.064,21.91,536,2933345.892,-,Paraiba
154,2013-11,147.75,23.14,325,2933345.892,-,Paraiba
155,2013-12,153.606,24.32,326,2933345.892,-,Paraiba
156,2014-01,96.418,25.79,516,2958559.394,-,Paraiba
157,2014-02,117.523,26.08,611,2958559.394,-,Paraiba
158,2014-03,128.765,23.8,750,2958559.394,-,Paraiba
159,2014-04,66.653,22.55,1456,2958559.394,-,Paraiba
160,2014-05,45.04,20.15,1708,2958559.394,-,Paraiba
161,2014-06,14.853,19.7,1110,2958559.394,-,Paraiba
162,2014-07,63.506,18.52,858,2958559.394,-,Paraiba
163,2014-08,17.89,20.59,513,2958559.394,-,Paraiba
164,2014-09,78.322,23.14,461,2958559.394,-,Paraiba
165,2014-10,43.971,24.38,410,2958559.394,-,Paraiba
166,2014-11,200.285,23.19,369,2958559.394,-,Paraiba
167,2014-12,206.448,23.82,373,2958559.394,-,Paraiba
168,2015-01,129.07,26.06,990,2983481.074,-,Paraiba
169,2015-02,218.506,24.04,2108,2983481.074,-,Paraiba
170,2015-03,226.435,22.88,7962,2983481.074,-,Paraiba
171,2015-04,64.629,22.1,8551,2983481.074,-,Paraiba
172,2015-05,102.036,19.75,8224,2983481.074,-,Paraiba
173,2015-06,32.058,19.1,4174,2983481.074,-,Paraiba
174,2015-07,72.099,19.21,2304,2983481.074,-,Paraiba
175,2015-08,18.457,21.17,1136,2983481.074,-,Paraiba
176,2015-09,164.387,22.89,726,2983481.074,-,Paraiba
177,2015-10,89.471,24.68,509,2983481.074,-,Paraiba
178,2015-11,260.913,23.97,1869,2983481.074,-,Paraiba
179,2015-12,251.27,24.39,4961,2983481.074,-,Paraiba
180,2016-01,302.151,23.8,6484,3008154.704,-,Paraiba
181,2016-02,221.1,24.84,9115,3008154.704,-,Paraiba
182,2016-03,163.296,23.67,11957,3008154.704,-,Paraiba
183,2016-04,29.158,24.28,8215,3008154.704,-,Paraiba
184,2016-05,96.782,19.45,4866,3008154.704,-,Paraiba
185,2016-06,107.765,16.71,2912,3008154.704,-,Paraiba
186,2016-07,7.923,18.71,1364,3008154.704,-,Paraiba
187,2016-08,67.682,20.12,436,3008154.704,-,Paraiba
188,2016-09,40.478,20.95,271,3008154.704,-,Paraiba
189,2016-10,125.79,22.78,377,3008154.704,-,Paraiba
190,2016-11,118.493,23.27,213,3008154.704,-,Paraiba
191,2016-12,157.643,24.5,134,3008154.704,-,Paraiba
0,2001-01,35.544,25.79,,9931467.651,-,Parana
1,2001-02,32.455,26.74,,9931467.651,-,Parana
2,2001-03,59.334,26.27,2055,9931467.651,-,Parana
3,2001-04,43.879,25.54,1136,9931467.651,-,Parana
4,2001-05,42.962,25.45,625,9931467.651,-,Parana
5,2001-06,99.77,23.31,234,9931467.651,-,Parana
6,2001-07,84.045,22.74,124,9931467.651,-,Parana
7,2001-08,89.037,22.24,81,9931467.651,-,Parana
8,2001-09,47.972,23.6,142,9931467.651,-,Parana
9,2001-10,55.818,24.93,295,9931467.651,-,Parana
10,2001-11,22.349,25.97,415,9931467.651,-,Parana
11,2001-12,51.232,26.28,184,9931467.651,-,Parana
12,2002-01,171.566,25.1,703,10045075.74,-,Parana
13,2002-02,78.96,25.68,1463,10045075.74,-,Parana
14,2002-03,53.505,25.96,2759,10045075.74,-,Parana
15,2002-04,49.557,25.5,3275,10045075.74,-,Parana
16,2002-05,88.053,24.58,1544,10045075.74,-,Parana
17,2002-06,140.158,23.14,326,10045075.74,-,Parana
18,2002-07,71.7,22.82,107,10045075.74,-,Parana
19,2002-08,63.407,22.53,124,10045075.74,-,Parana
20,2002-09,31.882,24,57,10045075.74,-,Parana
21,2002-10,27.527,24.83,88,10045075.74,-,Parana
22,2002-11,23.554,26.13,194,10045075.74,-,Parana
23,2002-12,58.857,26.83,160,10045075.74,-,Parana
24,2003-01,52.962,27.46,717,10158656.62,-,Parana
25,2003-02,47.748,26.36,2291,10158656.62,-,Parana
26,2003-03,76.014,26.59,5726,10158656.62,-,Parana
27,2003-04,32.561,26.75,2569,10158656.62,-,Parana
28,2003-05,92.424,25.16,697,10158656.62,-,Parana
29,2003-06,52.511,23.77,156,10158656.62,-,Parana
30,2003-07,76.553,22.78,98,10158656.62,-,Parana
31,2003-08,57.669,23.24,41,10158656.62,-,Parana
32,2003-09,46.313,24.12,54,10158656.62,-,Parana
33,2003-10,55.416,25.06,75,10158656.62,-,Parana
34,2003-11,60.505,25.77,233,10158656.62,-,Parana
35,2003-12,19.544,26.92,136,10158656.62,-,Parana
36,2004-01,269.017,25.81,160,10272210.76,-,Parana
37,2004-02,88.735,25.64,175,10272210.76,-,Parana
38,2004-03,35.223,26.24,92,10272210.76,-,Parana
39,2004-04,46.959,25.94,107,10272210.76,-,Parana
40,2004-05,77.584,24.78,48,10272210.76,-,Parana
41,2004-06,85.733,23.35,19,10272210.76,-,Parana
42,2004-07,97.484,22.35,17,10272210.76,-,Parana
43,2004-08,67.899,22.54,12,10272210.76,-,Parana
44,2004-09,49.652,23.19,5,10272210.76,-,Parana
45,2004-10,21.298,25.33,14,10272210.76,-,Parana
46,2004-11,24.231,26.32,12,10272210.76,-,Parana
47,2004-12,11.342,27.07,26,10272210.76,-,Parana
48,2005-01,22.341,27.84,130,10385738.73,-,Parana
49,2005-02,56.195,27.4,309,10385738.73,-,Parana
50,2005-03,98.571,27.16,779,10385738.73,-,Parana
51,2005-04,62.045,25.53,895,10385738.73,-,Parana
52,2005-05,117.874,24.46,1202,10385738.73,-,Parana
53,2005-06,98.114,23.59,540,10385738.73,-,Parana
54,2005-07,89.363,22.36,208,10385738.73,-,Parana
55,2005-08,74.468,22.5,155,10385738.73,-,Parana
56,2005-09,35.822,23.99,57,10385738.73,-,Parana
57,2005-10,24.894,25.34,29,10385738.73,-,Parana
58,2005-11,15.511,26.55,33,10385738.73,-,Parana
59,2005-12,73.03,26.08,58,10385738.73,-,Parana
60,2006-01,28.44,26.27,200,10499569.11,-,Parana
61,2006-02,22.794,27.64,257,10499569.11,-,Parana
62,2006-03,66.466,27.2,779,10499569.11,-,Parana
63,2006-04,105.825,25.93,1136,10499569.11,-,Parana
64,2006-05,94.338,24.5,657,10499569.11,-,Parana
65,2006-06,164.701,22.8,288,10499569.11,-,Parana
66,2006-07,103.77,22.19,161,10499569.11,-,Parana
67,2006-08,52.84,22.65,61,10499569.11,-,Parana
68,2006-09,70.87,23.61,52,10499569.11,-,Parana
69,2006-10,84.99,24.94,85,10499569.11,-,Parana
70,2006-11,33.378,25.91,234,10499569.11,-,Parana
71,2006-12,17.537,26.93,466,10499569.11,-,Parana
72,2007-01,22.578,27.28,1836,10609102.95,-,Parana
73,2007-02,175.095,26.29,4398,10609102.95,-,Parana
74,2007-03,77.795,25.26,10826,10609102.95,-,Parana
75,2007-04,73.077,25.48,12055,10609102.95,-,Parana
76,2007-05,111.121,24.21,4539,10609102.95,-,Parana
77,2007-06,71.176,23.12,626,10609102.95,-,Parana
78,2007-07,76.694,22.57,291,10609102.95,-,Parana
79,2007-08,76.863,22.21,182,10609102.95,-,Parana
80,2007-09,59.982,22.68,126,10609102.95,-,Parana
81,2007-10,32.176,24.4,196,10609102.95,-,Parana
82,2007-11,17.951,26.03,263,10609102.95,-,Parana
83,2007-12,24.142,26.43,349,10609102.95,-,Parana
84,2008-01,32.36,26.32,763,10715121.44,-,Parana
85,2008-02,81.681,27.04,982,10715121.44,-,Parana
86,2008-03,142.47,25.69,1687,10715121.44,-,Parana
87,2008-04,81.378,25.35,2040,10715121.44,-,Parana
88,2008-05,120.159,24.24,1051,10715121.44,-,Parana
89,2008-06,65.477,23.06,483,10715121.44,-,Parana
90,2008-07,74.493,22.1,179,10715121.44,-,Parana
91,2008-08,67.527,22.39,110,10715121.44,-,Parana
92,2008-09,36.592,23.96,80,10715121.44,-,Parana
93,2008-10,38.255,24.9,103,10715121.44,-,Parana
94,2008-11,9.765,26.55,270,10715121.44,-,Parana
95,2008-12,27.829,26.93,292,10715121.44,-,Parana
96,2009-01,26.061,27.22,412,10818740.56,-,Parana
97,2009-02,69.696,26.49,633,10818740.56,-,Parana
98,2009-03,34.777,27.24,1109,10818740.56,-,Parana
99,2009-04,79.784,26.84,812,10818740.56,-,Parana
100,2009-05,258.509,24.21,570,10818740.56,-,Parana
101,2009-06,76.875,23.63,288,10818740.56,-,Parana
102,2009-07,83.363,22.91,181,10818740.56,-,Parana
103,2009-08,106.579,22.84,129,10818740.56,-,Parana
104,2009-09,32.805,24.02,119,10818740.56,-,Parana
105,2009-10,60.639,25.73,89,10818740.56,-,Parana
106,2009-11,14.722,26.22,257,10818740.56,-,Parana
107,2009-12,30.25,27.12,551,10818740.56,-,Parana
108,2010-01,62.599,26.49,2312,10920685.71,-,Parana
109,2010-02,67.888,26.88,5261,10920685.71,-,Parana
110,2010-03,53.379,27.53,12863,10920685.71,-,Parana
111,2010-04,229.884,25.68,14497,10920685.71,-,Parana
112,2010-05,74.72,25.03,6654,10920685.71,-,Parana
113,2010-06,157.706,23.43,1206,10920685.71,-,Parana
114,2010-07,101.808,22.63,420,10920685.71,-,Parana
115,2010-08,52.853,22.13,235,10920685.71,-,Parana
116,2010-09,72.546,22.91,238,10920685.71,-,Parana
117,2010-10,58.526,25.33,255,10920685.71,-,Parana
118,2010-11,14.611,26.05,495,10920685.71,-,Parana
119,2010-12,54.246,26.53,1565,10920685.71,-,Parana
120,2011-01,78.154,26.04,3284,11021180.08,-,Parana
121,2011-02,64.365,26.21,7593,11021180.08,-,Parana
