,time_period,rainfall,mean_temperature,target,population,parent,location
21,2002-10,12.533,26.13,751,7303432.035,-,Ceara
22,2002-11,12.403,26.73,900,7303432.035,-,Ceara
23,2002-12,26.174,27.18,706,7303432.035,-,Ceara
24,2003-01,106.392,26.58,2292,7386447.506,-,Ceara
25,2003-02,68.428,26.01,4829,7386447.506,-,Ceara
26,2003-03,155.902,25.62,5671,7386447.506,-,Ceara
27,2003-04,48.808,25.88,6119,7386447.506,-,Ceara
28,2003-05,28.335,25.95,6667,7386447.506,-,Ceara
29,2003-06,55.968,24.23,4146,7386447.506,-,Ceara
30,2003-07,14.045,24.14,1678,7386447.506,-,Ceara
31,2003-08,11.242,24.87,758,7386447.506,-,Ceara
32,2003-09,11.704,25.57,452,7386447.506,-,Ceara
33,2003-10,8.951,26.59,471,7386447.506,-,Ceara
34,2003-11,8.297,27.35,514,7386447.506,-,Ceara
35,2003-12,19.327,27.4,370,7386447.506,-,Ceara
36,2004-01,295.43,25.44,389,7469450.895,-,Ceara
37,2004-02,141.147,24.84,672,7469450.895,-,Ceara
38,2004-03,53.324,25.67,496,7469450.895,-,Ceara
39,2004-04,63.088,26.13,270,7469450.895,-,Ceara
40,2004-05,65.147,25.03,328,7469450.895,-,Ceara
41,2004-06,89.671,23.52,462,7469450.895,-,Ceara
42,2004-07,37.994,23.38,385,7469450.895,-,Ceara
43,2004-08,16.722,24.32,396,7469450.895,-,Ceara
44,2004-09,10.771,25.22,214,7469450.895,-,Ceara
45,2004-10,7.806,26.37,177,7469450.895,-,Ceara
46,2004-11,6.76,26.81,169,7469450.895,-,Ceara
47,2004-12,13.017,27.25,104,7469450.895,-,Ceara
48,2005-01,54.179,27.08,1207,7552442.783,-,Ceara
49,2005-02,49.782,26.99,1480,7552442.783,-,Ceara
50,2005-03,125.075,26.88,1237,7552442.783,-,Ceara
51,2005-04,23.927,26.43,1322,7552442.783,-,Ceara
52,2005-05,67.81,25.24,2585,7552442.783,-,Ceara
53,2005-06,55.896,24.13,3702,7552442.783,-,Ceara
54,2005-07,15.37,23.88,6083,7552442.783,-,Ceara
55,2005-08,20.01,23.91,4949,7552442.783,-,Ceara
56,2005-09,9.51,25.27,2365,7552442.783,-,Ceara
57,2005-10,6.827,26.29,979,7552442.783,-,Ceara
58,2005-11,5.751,27.02,947,7552442.783,-,Ceara
59,2005-12,36.803,26.59,660,7552442.783,-,Ceara
60,2006-01,8.302,27.26,998,7635219.507,-,Ceara
61,2006-02,71.71,26.64,1119,7635219.507,-,Ceara
62,2006-03,94.513,26.03,1800,7635219.507,-,Ceara
63,2006-04,151.218,25.31,2807,7635219.507,-,Ceara
64,2006-05,67.596,24.86,5767,7635219.507,-,Ceara
65,2006-06,40.702,24.04,5834,7635219.507,-,Ceara
66,2006-07,21.733,23.89,4443,7635219.507,-,Ceara
67,2006-08,16.411,24.28,2675,7635219.507,-,Ceara
68,2006-09,8.818,25.39,1093,7635219.507,-,Ceara
69,2006-10,7.729,26.56,773,7635219.507,-,Ceara
70,2006-11,13.659,26.75,924,7635219.507,-,Ceara
71,2006-12,21.647,27.16,504,7635219.507,-,Ceara
72,2007-01,15.648,27.43,2168,7714871.815,-,Ceara
73,2007-02,155.446,26.08,2986,7714871.815,-,Ceara
74,2007-03,51.307,25.74,3689,7714871.815,-,Ceara
75,2007-04,75.107,26.13,5374,7714871.815,-,Ceara
76,2007-05,27.561,25.25,5853,7714871.815,-,Ceara
77,2007-06,38.431,24.14,5137,7714871.815,-,Ceara
78,2007-07,17.745,23.96,3397,7714871.815,-,Ceara
79,2007-08,17.98,23.66,2137,7714871.815,-,Ceara
80,2007-09,13.398,24.51,1282,7714871.815,-,Ceara
81,2007-10,7.382,25.94,1252,7714871.815,-,Ceara
82,2007-11,7.546,26.68,1071,7714871.815,-,Ceara
83,2007-12,15.123,26.69,1106,7714871.815,-,Ceara
84,2008-01,65.29,26.41,2486,7791967.784,-,Ceara
85,2008-02,56.989,26.52,4329,7791967.784,-,Ceara
86,2008-03,326.453,24.93,7619,7791967.784,-,Ceara
87,2008-04,155.715,24.39,18068,7791967.784,-,Ceara
88,2008-05,140.018,24.05,14270,7791967.784,-,Ceara
89,2008-06,29.688,23.47,5288,7791967.784,-,Ceara
90,2008-07,68.397,22.7,1184,7791967.784,-,Ceara
91,2008-08,33.88,23.5,556,7791967.784,-,Ceara
92,2008-09,10.887,25.24,336,7791967.784,-,Ceara
93,2008-10,11.36,26.06,347,7791967.784,-,Ceara
94,2008-11,5.369,26.74,367,7791967.784,-,Ceara
95,2008-12,11.497,27.08,509,7791967.784,-,Ceara
96,2009-01,60.362,26.59,644,7867318.948,-,Ceara
97,2009-02,114.532,25.47,1269,7867318.948,-,Ceara
98,2009-03,97.671,25.44,2512,7867318.948,-,Ceara
99,2009-04,194.519,24.72,946,7867318.948,-,Ceara
100,2009-05,168.546,24.05,627,7867318.948,-,Ceara
101,2009-06,51.63,23.74,370,7867318.948,-,Ceara
102,2009-07,37.701,23.69,193,7867318.948,-,Ceara
103,2009-08,26.086,24.08,139,7867318.948,-,Ceara
104,2009-09,10.795,25.3,135,7867318.948,-,Ceara
105,2009-10,5.115,26.32,213,7867318.948,-,Ceara
106,2009-11,9.872,26.59,530,7867318.948,-,Ceara
107,2009-12,30.407,26.76,633,7867318.948,-,Ceara
108,2010-01,83.922,25.82,1831,7941452.808,-,Ceara
109,2010-02,28.473,27.28,2223,7941452.808,-,Ceara
110,2010-03,50.67,27.48,2395,7941452.808,-,Ceara
111,2010-04,84.454,26.32,1847,7941452.808,-,Ceara
112,2010-05,22.022,26.81,2472,7941452.808,-,Ceara
113,2010-06,49.511,24.61,2060,7941452.808,-,Ceara
114,2010-07,34.338,23.96,1791,7941452.808,-,Ceara
115,2010-08,12.227,23.8,1475,7941452.808,-,Ceara
116,2010-09,11.145,24.74,1399,7941452.808,-,Ceara
117,2010-10,47.706,26.29,1793,7941452.808,-,Ceara
118,2010-11,6.153,26.72,2259,7941452.808,-,Ceara
119,2010-12,52.226,26.08,2883,7941452.808,-,Ceara
120,2011-01,120.275,25.64,5566,8014531.671,-,Ceara
121,2011-02,102.763,25.67,8590,8014531.671,-,Ceara
122,2011-03,79.662,25.53,13823,8014531.671,-,Ceara
123,2011-04,128.1,25.13,16164,8014531.671,-,Ceara
124,2011-05,136.09,23.96,9008,8014531.671,-,Ceara
125,2011-06,54.626,23.94,3165,8014531.671,-,Ceara
126,2011-07,114.11,22.93,1308,8014531.671,-,Ceara
127,2011-08,22.264,23.79,816,8014531.671,-,Ceara
128,2011-09,8.563,24.5,592,8014531.671,-,Ceara
129,2011-10,19.938,25.7,534,8014531.671,-,Ceara
130,2011-11,18.598,26.1,504,8014531.671,-,Ceara
131,2011-12,12.45,26.54,809,8014531.671,-,Ceara
132,2012-01,43.568,26.07,1999,8086433.806,-,Ceara
133,2012-02,58.323,25.94,2507,8086433.806,-,Ceara
134,2012-03,37.269,26.56,5045,8086433.806,-,Ceara
135,2012-04,15.495,26.84,10995,8086433.806,-,Ceara
136,2012-05,19.408,25.96,24489,8086433.806,-,Ceara
137,2012-06,28.833,24.84,6348,8086433.806,-,Ceara
138,2012-07,21.564,23.78,1929,8086433.806,-,Ceara
139,2012-08,8.314,23.79,771,8086433.806,-,Ceara
140,2012-09,5.678,24.98,417,8086433.806,-,Ceara
141,2012-10,8.887,25.73,338,8086433.806,-,Ceara
142,2012-11,3.895,26.8,402,8086433.806,-,Ceara
143,2012-12,7.982,27.07,475,8086433.806,-,Ceara
144,2013-01,18.394,27.3,926,8157402.673,-,Ceara
145,2013-02,22.125,27.46,1824,8157402.673,-,Ceara
146,2013-03,28.815,27.59,2778,8157402.673,-,Ceara
147,2013-04,57.637,26.7,5229,8157402.673,-,Ceara
148,2013-05,34.938,25.8,5062,8157402.673,-,Ceara
149,2013-06,28.839,24.94,4265,8157402.673,-,Ceara
150,2013-07,53.052,23.82,4370,8157402.673,-,Ceara
151,2013-08,23.594,24.44,3546,8157402.673,-,Ceara
152,2013-09,15.372,25.06,1402,8157402.673,-,Ceara
153,2013-10,12.455,26.03,738,8157402.673,-,Ceara
154,2013-11,20.512,26,665,8157402.673,-,Ceara
155,2013-12,41.69,26.28,574,8157402.673,-,Ceara
156,2014-01,25.367,26.67,1278,8227519.428,-,Ceara
157,2014-02,54.738,26.08,1554,8227519.428,-,Ceara
158,2014-03,74.432,26.03,1642,8227519.428,-,Ceara
159,2014-04,61.07,26.08,2405,8227519.428,-,Ceara
160,2014-05,78.259,24.85,3701,8227519.428,-,Ceara
161,2014-06,32.682,24.29,3784,8227519.428,-,Ceara
162,2014-07,35.842,23.83,3483,8227519.428,-,Ceara
163,2014-08,13.847,24,2089,8227519.428,-,Ceara
164,2014-09,17.975,24.9,1390,8227519.428,-,Ceara
165,2014-10,17.419,25.63,928,8227519.428,-,Ceara
166,2014-11,22.479,26.11,790,8227519.428,-,Ceara
167,2014-12,18.74,26.49,1209,8227519.428,-,Ceara
168,2015-01,16.786,26.95,1701,8296824.645,-,Ceara
169,2015-02,39.173,26.84,2573,8296824.645,-,Ceara
170,2015-03,102.138,25.98,6165,8296824.645,-,Ceara
171,2015-04,39.429,26.26,10783,8296824.645,-,Ceara
172,2015-05,21.703,26.52,17255,8296824.645,-,Ceara
173,2015-06,33.074,24.66,13234,8296824.645,-,Ceara
174,2015-07,41.478,23.95,6352,8296824.645,-,Ceara
175,2015-08,11.993,24.3,3663,8296824.645,-,Ceara
176,2015-09,8.559,25.51,1629,8296824.645,-,Ceara
177,2015-10,6.553,26.38,754,8296824.645,-,Ceara
178,2015-11,4.692,27.1,608,8296824.645,-,Ceara
179,2015-12,37.945,26.9,850,8296824.645,-,Ceara
180,2016-01,158.574,25.51,1654,8365440.057,-,Ceara
181,2016-02,52.982,26.11,3778,8365440.057,-,Ceara
182,2016-03,61.497,27.1,5717,8365440.057,-,Ceara
183,2016-04,44.207,26.28,9742,8365440.057,-,Ceara
184,2016-05,67.177,25.61,12049,8365440.057,-,Ceara
185,2016-06,17.691,25.03,7793,8365440.057,-,Ceara
186,2016-07,11.239,24.47,4827,8365440.057,-,Ceara
187,2016-08,8.259,24.83,2985,8365440.057,-,Ceara
188,2016-09,7.712,25.8,1425,8365440.057,-,Ceara
189,2016-10,7.168,26.7,1099,8365440.057,-,Ceara
190,2016-11,7.058,27.19,1751,8365440.057,-,Ceara
191,2016-12,17.378,27.29,1168,8365440.057,-,Ceara
0,2001-01,203.934,23.25,400,11186100.63,-,DistritoFederal
1,2001-02,241.954,23.13,220,11186100.63,-,DistritoFederal
2,2001-03,146.968,22.72,209,11186100.63,-,DistritoFederal
3,2001-04,98.278,21.47,190,11186100.63,-,DistritoFederal
4,2001-05,121.408,16.37,173,11186100.63,-,DistritoFederal
5,2001-06,117.1,15.03,92,11186100.63,-,DistritoFederal
6,2001-07,102.927,16,76,11186100.63,-,DistritoFederal
7,2001-08,61.699,18.21,32,11186100.63,-,DistritoFederal
8,2001-09,163.014,18.47,21,11186100.63,-,DistritoFederal
9,2001-10,111.419,20.22,32,11186100.63,-,DistritoFederal
10,2001-11,180.014,22.01,40,11186100.63,-,DistritoFederal
11,2001-12,159.984,21.56,56,11186100.63,-,DistritoFederal
12,2002-01,227.743,22.48,642,11336441.25,-,DistritoFederal
13,2002-02,139.871,21.84,1028,11336441.25,-,DistritoFederal
14,2002-03,89.168,23.94,891,11336441.25,-,DistritoFederal
15,2002-04,53.282,22.88,313,11336441.25,-,DistritoFederal
16,2002-05,193.206,18.77,110,11336441.25,-,DistritoFederal
17,2002-06,33.379,17.73,27,11336441.25,-,DistritoFederal
18,2002-07,83.508,15.38,30,11336441.25,-,DistritoFederal
19,2002-08,99.342,18.64,29,11336441.25,-,DistritoFederal
20,2002-09,117.026,17.68,6,11336441.25,-,DistritoFederal
21,2002-10,130.116,22.85,19,11336441.25,-,DistritoFederal
22,2002-11,200.623,21.76,38,11336441.25,-,DistritoFederal
23,2002-12,180.68,23.23,82,11336441.25,-,DistritoFederal
24,2003-01,253.3,23.12,189,11486862.13,-,DistritoFederal
25,2003-02,192.034,23.46,189,11486862.13,-,DistritoFederal
26,2003-03,132.148,22.31,152,11486862.13,-,DistritoFederal
27,2003-04,94.555,20.16,119,11486862.13,-,DistritoFederal
28,2003-05,44.382,16.62,79,11486862.13,-,DistritoFederal
29,2003-06,87.322,17.57,36,11486862.13,-,DistritoFederal
30,2003-07,75.92,16.31,39,11486862.13,-,DistritoFederal
31,2003-08,35.438,14.85,20,11486862.13,-,DistritoFederal
32,2003-09,99.934,18.43,6,11486862.13,-,DistritoFederal
33,2003-10,132.019,20.42,13,11486862.13,-,DistritoFederal
34,2003-11,142.799,21.26,9,11486862.13,-,DistritoFederal
35,2003-12,224.741,22.43,44,11486862.13,-,DistritoFederal
36,2004-01,132.979,22.63,63,11637364.5,-,DistritoFederal
37,2004-02,116.759,22.43,73,11637364.5,-,DistritoFederal
38,2004-03,115.817,21.75,50,11637364.5,-,DistritoFederal
39,2004-04,118.568,21.02,22,11637364.5,-,DistritoFederal
40,2004-05,273.228,15.34,14,11637364.5,-,DistritoFederal
41,2004-06,86.304,15.27,7,11637364.5,-,DistritoFederal
42,2004-07,118.703,15.09,11,11637364.5,-,DistritoFederal
43,2004-08,24.53,16.73,4,11637364.5,-,DistritoFederal
44,2004-09,81.142,21.1,3,11637364.5,-,DistritoFederal
45,2004-10,242.069,19.67,6,11637364.5,-,DistritoFederal
46,2004-11,173.833,20.71,3,11637364.5,-,DistritoFederal
47,2004-12,147.034,21.54,5,11637364.5,-,DistritoFederal
48,2005-01,246.119,22.58,35,11787947.38,-,DistritoFederal
49,2005-02,52.601,23.11,44,11787947.38,-,DistritoFederal
50,2005-03,75.648,22.85,64,11787947.38,-,DistritoFederal
51,2005-04,133.296,21.47,63,11787947.38,-,DistritoFederal
52,2005-05,102.184,18.44,44,11787947.38,-,DistritoFederal
53,2005-06,66.195,17.76,23,11787947.38,-,DistritoFederal
54,2005-07,62.226,14.69,41,11787947.38,-,DistritoFederal
55,2005-08,66.247,18.03,19,11787947.38,-,DistritoFederal
56,2005-09,230.21,16.48,8,11787947.38,-,DistritoFederal
57,2005-10,287.109,20.8,9,11787947.38,-,DistritoFederal
58,2005-11,107.788,21.07,10,11787947.38,-,DistritoFederal
59,2005-12,100.855,22.19,14,11787947.38,-,DistritoFederal
60,2006-01,152.377,23.96,77,11917146.32,-,DistritoFederal
61,2006-02,161.19,22.98,50,11917146.32,-,DistritoFederal
62,2006-03,138.475,22.67,80,11917146.32,-,DistritoFederal
63,2006-04,47.345,19.86,91,11917146.32,-,DistritoFederal
64,2006-05,18.744,15.8,81,11917146.32,-,DistritoFederal
65,2006-06,43.13,16.94,33,11917146.32,-,DistritoFederal
66,2006-07,54.263,17.26,12,11917146.32,-,DistritoFederal
67,2006-08,54.143,17.91,8,11917146.32,-,DistritoFederal
68,2006-09,145.57,17.59,14,11917146.32,-,DistritoFederal
69,2006-10,81.488,21.32,9,11917146.32,-,DistritoFederal
70,2006-11,175.734,21.73,24,11917146.32,-,DistritoFederal
71,2006-12,192.43,23.22,40,11917146.32,-,DistritoFederal
72,2007-01,245.994,22.8,103,12041468.64,-,DistritoFederal
73,2007-02,175.817,22.75,139,12041468.64,-,DistritoFederal
74,2007-03,121.645,23.11,213,12041468.64,-,DistritoFederal
75,2007-04,87.049,21.37,166,12041468.64,-,DistritoFederal
76,2007-05,119.284,16.45,141,12041468.64,-,DistritoFederal
77,2007-06,15.388,16.54,59,12041468.64,-,DistritoFederal
78,2007-07,130.962,14.5,76,12041468.64,-,DistritoFederal
79,2007-08,34.508,17.15,36,12041468.64,-,DistritoFederal
80,2007-09,46.886,21.22,21,12041468.64,-,DistritoFederal
81,2007-10,100.444,21.85,61,12041468.64,-,DistritoFederal
82,2007-11,188.002,20.98,64,12041468.64,-,DistritoFederal
83,2007-12,189.816,22.68,41,12041468.64,-,DistritoFederal
84,2008-01,206.588,21.9,153,12161801,-,DistritoFederal
85,2008-02,201.023,22.14,149,12161801,-,DistritoFederal
86,2008-03,101.548,21.35,282,12161801,-,DistritoFederal
87,2008-04,151.129,19.44,420,12161801,-,DistritoFederal
88,2008-05,78.942,16.18,178,12161801,-,DistritoFederal
89,2008-06,108.136,14.68,56,12161801,-,DistritoFederal
90,2008-07,40.338,16.72,20,12161801,-,DistritoFederal
91,2008-08,164.916,17.77,35,12161801,-,DistritoFederal
92,2008-09,82.724,17.12,21,12161801,-,DistritoFederal
93,2008-10,216.294,20.66,24,12161801,-,DistritoFederal
94,2008-11,181.918,20.82,15,12161801,-,DistritoFederal
95,2008-12,92.89,22.67,45,12161801,-,DistritoFederal
96,2009-01,249.242,21.85,75,12279410.04,-,DistritoFederal
97,2009-02,174.941,23,81,12279410.04,-,DistritoFederal
98,2009-03,79.099,22.93,106,12279410.04,-,DistritoFederal
99,2009-04,40.114,20.94,111,12279410.04,-,DistritoFederal
100,2009-05,117.246,17.89,129,12279410.04,-,DistritoFederal
101,2009-06,94.515,13.69,60,12279410.04,-,DistritoFederal
102,2009-07,213.312,14.84,49,12279410.04,-,DistritoFederal
103,2009-08,98.663,16.78,17,12279410.04,-,DistritoFederal
104,2009-09,221.042,18.74,11,12279410.04,-,DistritoFederal
105,2009-10,253.102,19.99,13,12279410.04,-,DistritoFederal
106,2009-11,211.019,23.58,42,12279410.04,-,DistritoFederal
107,2009-12,198.757,22.81,88,12279410.04,-,DistritoFederal
108,2010-01,279.389,23.02,987,12395119.1,-,DistritoFederal
109,2010-02,183.098,23.74,2515,12395119.1,-,DistritoFederal
110,2010-03,155.784,22.34,3665,12395119.1,-,DistritoFederal
111,2010-04,155.722,19.59,3445,12395119.1,-,DistritoFederal
112,2010-05,109.585,16.23,3005,12395119.1,-,DistritoFederal
113,2010-06,48.293,15.65,726,12395119.1,-,DistritoFederal
114,2010-07,94.036,16.02,218,12395119.1,-,DistritoFederal
115,2010-08,38.169,16.26,114,12395119.1,-,DistritoFederal
116,2010-09,137.43,19.62,82,12395119.1,-,DistritoFederal
117,2010-10,189.931,18.67,77,12395119.1,-,DistritoFederal
118,2010-11,127.617,20.39,65,12395119.1,-,DistritoFederal
119,2010-12,239.878,22.03,152,12395119.1,-,DistritoFederal
120,2011-01,232.731,23.26,216,12509181.5,-,DistritoFederal
121,2011-02,285.854,22.7,179,12509181.5,-,DistritoFederal
122,2011-03,127.896,21.44,242,12509181.5,-,DistritoFederal
123,2011-04,102.222,20.15,280,12509181.5,-,DistritoFederal
124,2011-05,23.079,16.64,269,12509181.5,-,DistritoFederal
125,2011-06,100.85,14.4,73,12509181.5,-,DistritoFederal
126,2011-07,133.46,16.01,50,12509181.5,-,DistritoFederal
127,2011-08,141.689,16.57,29,12509181.5,-,DistritoFederal
128,2011-09,79.336,18.17,22,12509181.5,-,DistritoFederal
129,2011-10,214.191,20.29,20,12509181.5,-,DistritoFederal
130,2011-11,145.559,20.25,13,12509181.5,-,DistritoFederal
131,2011-12,113.525,22.36,27,12509181.5,-,DistritoFederal
132,2012-01,199.594,22.07,156,12621407.26,-,DistritoFederal
133,2012-02,143.253,23.83,151,12621407.26,-,DistritoFederal
134,2012-03,68.552,22.12,221,12621407.26,-,DistritoFederal
135,2012-04,168.637,20.31,215,12621407.26,-,DistritoFederal
136,2012-05,87.197,16.85,204,12621407.26,-,DistritoFederal
137,2012-06,224.989,15.83,106,12621407.26,-,DistritoFederal
138,2012-07,97.049,15.34,91,12621407.26,-,DistritoFederal
139,2012-08,12.445,18.73,77,12621407.26,-,DistritoFederal
140,2012-09,60.407,20.1,51,12621407.26,-,DistritoFederal
141,2012-10,125.401,21.98,52,12621407.26,-,DistritoFederal
142,2012-11,99.901,21.98,53,12621407.26,-,DistritoFederal
143,2012-12,218.033,24.31,101,12621407.26,-,DistritoFederal
144,2013-01,137.744,22.43,590,12732176.36,-,DistritoFederal
145,2013-02,242.749,22.45,976,12732176.36,-,DistritoFederal
146,2013-03,219.487,21.18,2981,12732176.36,-,DistritoFederal
147,2013-04,116.277,19.19,4573,12732176.36,-,DistritoFederal
148,2013-05,150.807,17.62,4695,12732176.36,-,DistritoFederal
149,2013-06,307.706,16.14,2557,12732176.36,-,DistritoFederal
150,2013-07,101.233,14.59,1477,12732176.36,-,DistritoFederal
151,2013-08,40.092,15.82,825,12732176.36,-,DistritoFederal
152,2013-09,160.841,18.59,381,12732176.36,-,DistritoFederal
153,2013-10,130.225,19.78,205,12732176.36,-,DistritoFederal
154,2013-11,117.768,21.48,186,12732176.36,-,DistritoFederal
155,2013-12,132.741,23.31,294,12732176.36,-,DistritoFederal
156,2014-01,185.922,23.73,720,12841615.46,-,DistritoFederal
157,2014-02,129.976,24.13,1530,12841615.46,-,DistritoFederal
158,2014-03,177.135,21.67,1315,12841615.46,-,DistritoFederal
159,2014-04,102.708,20.28,2469,12841615.46,-,DistritoFederal
160,2014-05,125.394,17.35,3311,12841615.46,-,DistritoFederal
161,2014-06,186.667,16.65,2093,12841615.46,-,DistritoFederal
162,2014-07,81.451,15.5,1449,12841615.46,-,DistritoFederal
163,2014-08,51.649,17.59,378,12841615.46,-,DistritoFederal
164,2014-09,219.943,19.88,149,12841615.46,-,DistritoFederal
165,2014-10,45.205,22.26,37,12841615.46,-,DistritoFederal
166,2014-11,163.249,21.74,67,12841615.46,-,DistritoFederal
167,2014-12,194.859,22.66,105,12841615.46,-,DistritoFederal
168,2015-01,181.28,24.11,302,12949787.92,-,DistritoFederal
169,2015-02,201.945,22.66,612,12949787.92,-,DistritoFederal
170,2015-03,174.273,21.74,1039,12949787.92,-,DistritoFederal
171,2015-04,85.956,20.12,2329,12949787.92,-,DistritoFederal
172,2015-05,125.208,17.54,2522,12949787.92,-,DistritoFederal
173,2015-06,78.417,16.64,1674,12949787.92,-,DistritoFederal
174,2015-07,261.377,16.29,570,12949787.92,-,DistritoFederal
175,2015-08,43.427,19.24,239,12949787.92,-,DistritoFederal
176,2015-09,209.364,20.3,107,12949787.92,-,DistritoFederal
177,2015-10,198.964,21.81,141,12949787.92,-,DistritoFederal
178,2015-11,307.504,21.63,254,12949787.92,-,DistritoFederal
179,2015-12,305.78,22.79,463,12949787.92,-,DistritoFederal
180,2016-01,203.241,23.35,1791,13056883.71,-,DistritoFederal
181,2016-02,283.262,23.49,4742,13056883.71,-,DistritoFederal
182,2016-03,133.993,21.56,5670,13056883.71,-,DistritoFederal
183,2016-04,68.45,22.51,3427,13056883.71,-,DistritoFederal
184,2016-05,205.114,16.13,2027,13056883.71,-,DistritoFederal
185,2016-06,98.695,13.27,951,13056883.71,-,DistritoFederal
186,2016-07,54.037,15.51,378,13056883.71,-,DistritoFederal
187,2016-08,165.792,16.84,169,13056883.71,-,DistritoFederal
188,2016-09,60.984,17.3,105,13056883.71,-,DistritoFederal
189,2016-10,159.003,20.08,90,13056883.71,-,DistritoFederal
190,2016-11,94.06,21.52,97,13056883.71,-,DistritoFederal
191,2016-12,204.545,22.55,144,13056883.71,-,DistritoFederal
0,2001-01,26.109,25.62,,3138074.316,-,EspiritoSanto
1,2001-02,39.016,26.2,,3138074.316,-,EspiritoSanto
2,2001-03,109.024,25.18,1360,3138074.316,-,EspiritoSanto
3,2001-04,33.49,25.06,1409,3138074.316,-,EspiritoSanto
4,2001-05,17.454,25.6,1095,3138074.316,-,EspiritoSanto
5,2001-06,47.97,22.88,644,3138074.316,-,EspiritoSanto
6,2001-07,34.401,22.52,441,3138074.316,-,EspiritoSanto
7,2001-08,25.994,22.13,176,3138074.316,-,EspiritoSanto
8,2001-09,14.556,24.44,105,3138074.316,-,EspiritoSanto
9,2001-10,22.789,25.8,101,3138074.316,-,EspiritoSanto
10,2001-11,14.611,26.97,145,3138074.316,-,EspiritoSanto
11,2001-12,59.59,26.72,138,3138074.316,-,EspiritoSanto
12,2002-01,164.081,24.15,1786,3174517.248,-,EspiritoSanto
13,2002-02,66.726,25.02,6530,3174517.248,-,EspiritoSanto
14,2002-03,72.536,25.4,8814,3174517.248,-,EspiritoSanto
15,2002-04,33.929,25.25,3602,3174517.248,-,EspiritoSanto
16,2002-05,43.722,24.42,1673,3174517.248,-,EspiritoSanto
17,2002-06,58.466,22.83,840,3174517.248,-,EspiritoSanto
18,2002-07,28.995,22.99,425,3174517.248,-,EspiritoSanto
19,2002-08,24.765,22.73,296,3174517.248,-,EspiritoSanto
20,2002-09,9.858,24.82,224,3174517.248,-,EspiritoSanto
21,2002-10,13.421,25.77,241,3174517.248,-,EspiritoSanto
22,2002-11,14.465,26.74,422,3174517.248,-,EspiritoSanto
23,2002-12,41.515,27.01,604,3174517.248,-,EspiritoSanto
24,2003-01,88.643,26.87,2865,3210958.467,-,EspiritoSanto
25,2003-02,69.017,25.54,10193,3210958.467,-,EspiritoSanto
26,2003-03,117.226,25.6,10003,3210958.467,-,EspiritoSanto
27,2003-04,28.487,25.95,3221,3210958.467,-,EspiritoSanto
28,2003-05,47.56,24.91,1519,3210958.467,-,EspiritoSanto
29,2003-06,49.474,23.42,745,3210958.467,-,EspiritoSanto
30,2003-07,23.82,22.63,234,3210958.467,-,EspiritoSanto
31,2003-08,15.429,23.75,76,3210958.467,-,EspiritoSanto
32,2003-09,18.049,24.57,74,3210958.467,-,EspiritoSanto
33,2003-10,14.031,25.72,91,3210958.467,-,EspiritoSanto
34,2003-11,22.748,26.62,120,3210958.467,-,EspiritoSanto
35,2003-12,18.031,27.52,249,3210958.467,-,EspiritoSanto
36,2004-01,320.866,25.03,317,3247397.667,-,EspiritoSanto
37,2004-02,132.353,24.42,506,3247397.667,-,EspiritoSanto
38,2004-03,48.12,25.29,951,3247397.667,-,EspiritoSanto
39,2004-04,31.682,25.77,634,3247397.667,-,EspiritoSanto
40,2004-05,48.41,24.59,554,3247397.667,-,EspiritoSanto
41,2004-06,91.578,22.65,208,3247397.667,-,EspiritoSanto
42,2004-07,39.16,22.18,122,3247397.667,-,EspiritoSanto
43,2004-08,24.954,22.94,63,3247397.667,-,EspiritoSanto
44,2004-09,18.762,23.8,27,3247397.667,-,EspiritoSanto
45,2004-10,9.427,26.05,24,3247397.667,-,EspiritoSanto
46,2004-11,14.952,26.57,35,3247397.667,-,EspiritoSanto
47,2004-12,18.436,27.28,77,3247397.667,-,EspiritoSanto
48,2005-01,64.631,26.65,154,3283835.183,-,EspiritoSanto
49,2005-02,81.765,26.28,350,3283835.183,-,EspiritoSanto
50,2005-03,101.521,26.35,489,3283835.183,-,EspiritoSanto
51,2005-04,32.933,25.39,471,3283835.183,-,EspiritoSanto
52,2005-05,79.921,24.01,517,3283835.183,-,EspiritoSanto
53,2005-06,51.142,23.19,314,3283835.183,-,EspiritoSanto
54,2005-07,24.877,22.25,135,3283835.183,-,EspiritoSanto
55,2005-08,29.433,22.54,86,3283835.183,-,EspiritoSanto
56,2005-09,14.117,24.55,47,3283835.183,-,EspiritoSanto
57,2005-10,9.35,25.95,78,3283835.183,-,EspiritoSanto
58,2005-11,12.458,27.14,44,3283835.183,-,EspiritoSanto
59,2005-12,85.184,25.7,31,3283835.183,-,EspiritoSanto
60,2006-01,11.396,26.57,440,3319826.865,-,EspiritoSanto
61,2006-02,96.289,25.91,1080,3319826.865,-,EspiritoSanto
62,2006-03,119.197,25.39,1760,3319826.865,-,EspiritoSanto
63,2006-04,109.246,24.64,2396,3319826.865,-,EspiritoSanto
64,2006-05,63.542,23.84,2560,3319826.865,-,EspiritoSanto
65,2006-06,53.349,22.41,845,3319826.865,-,EspiritoSanto
66,2006-07,37.722,21.99,366,3319826.865,-,EspiritoSanto
67,2006-08,19.046,22.88,199,3319826.865,-,EspiritoSanto
68,2006-09,13.167,24.36,92,3319826.865,-,EspiritoSanto
69,2006-10,15.322,26.02,104,3319826.865,-,EspiritoSanto
